"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31213","count.31911","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32311","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,50573096,4612338,456812,77887,530429,65026,22882,34924,4304,83,522083,100180,1726,8158308,440830,213722,119633,14153,8869,38593,3752,79,254140,44499,3497,89881,180,479,7581,18,104,776957,1159,5613,35806,5,424,2285,1,5740,5,50,"ES30"
2,12584885,823614,24971,3177,66440,1710,146,0,0,0,10578,153,38,4880331,200537,127296,70382,2201,642,6128,2350,14,44360,3289,166,47356,2959,72,3458,1,0,374519,21249,110,276,0,0,0,0,0,0,0,"ES41"
3,11070474,1321375,188143,11976,13248,1819,56,0,0,0,35503,6542,50,702562,92008,6013,5483,743,5,45,0,0,8844,3560,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES42"
