"ID","count.0","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.255","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19911","count.19912","count.19913","count.31911","count.31912","count.31913","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.91911","count.91912","count.91913","NUTS_ID"
1,71874,172,5,2,1208,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL41"
2,49022695,94162,14840,161,5288,1449,14,511,1064476,32170,1713,3355348,211545,5514,31343,30,75,8252,1735,21,161248,10567,139,2237232,526052,4199,21541,19,52,11275,496,17,"TR31"
3,18032666,3111,511,7,0,0,0,11,64246,2119,137,1267401,239359,2547,7059,6,22,221,12,0,1831,79,2,868397,115577,1763,0,0,0,0,0,0,"TR32"
4,9821737,0,0,0,0,0,0,0,112696,1158,157,1131147,82048,1331,0,0,0,0,0,0,0,0,0,94549,1582,145,0,0,0,0,0,0,"TR33"
