"ID","count.0","count.255","count.11111","count.11112","count.11211","count.11212","count.11911","count.11912","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19911","count.19912","count.19913","count.91111","count.91112","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.11113","count.11913","count.91113","count.91211","count.91212","count.99211","count.99993","NUTS_ID"
1,2777662,51,2244,119,17,6,683,5,727231,9522,1808,17509,1796,27,94644,1493,271,7,1864,2,5,498,17,927,45,1,54822,2045,116,907,99,2,17758,994,37,55831,1511,123,39706,895,106,6,0,0,0,0,0,0,0,"EL65"
2,2460626,0,149919,4073,332,4,3187,95,9088,392,13,0,0,0,2667,37,5,23,106,0,0,12710,766,473,13,0,6230,867,9,317,39,0,2184,185,2,336,17,0,2440,82,3,1385,381,3,19,99,60,45,3,"EL30"
