"ID","count.0","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.31121","count.31122","count.31123","count.32121","count.32122","count.32123","count.11111","count.11112","count.11113","count.12112","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12923","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","NUTS_ID"
1,12969311,2032456,1110483,2749,3579,12467,3,30901,17967,32,560132,486621,800,4796,13931,10,1408,2782,394,5629,3,303,2440,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT33"
2,155871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6666,10774,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE27"
3,64102993,1601272,643618,2216,24585,35091,38,17108,5066,21,1321104,2569957,3050,88571,139374,193,24138,21009,296517,515406,737,1532478,3651723,4694,159059,378172,410,1631024,4714,15380,33,1874,933,2,988661,2014,87062,147983,149,59865,37381,33,32,26784,70390,80,4490,9881,15,29606,67844,76,412,2748,6,378688,1317352,1137,40476,147663,124,102003,220350,318,3397,8355,7,7383,12128,11,"DE21"
