"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.11311","count.11312","count.11313","NUTS_ID"
1,35222098,2686741,76854,4148,82576,658,110,74197,2521,199,3178585,235271,5528,6729,20,10,14240,3241,21,129718,5929,265,78786,3040,124,26146,2244,49,65869,2061,111,10443,75,33,52875,5644,65,22633,5230,29,21520,353,44,27548,528,62,0,0,0,"BG34"
2,21830985,1827449,130791,3365,120,22,2,80965,6830,206,306847,13523,565,0,0,0,0,0,0,6301,213,21,1685,9,2,594,8,2,0,0,0,0,0,0,1753,30,1,207,1,0,773,2,0,483,11,3,5517,170,9,"BG33"
