"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.11223","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.32211","count.32212","count.32213","NUTS_ID"
1,21407932,4636200,1215289,7945,35055,14557,81,132195,21941,242,379,145,2725,319,3,13144,2491,25,702401,134703,1238,12153,1885,21,18357,5012,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,12801352,676033,115667,1099,359670,64132,713,4499,402,4,0,0,0,0,0,9230,1253,6,882651,114029,1326,501,13,2,25630,3492,26,2466055,623496,4097,14863,1961,28,668377,217879,1110,11464,3910,25,41441,9568,95,355235,69328,607,74768,11434,126,2927,1011,8,20123,2926,41,1824,344,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI2"
3,35782818,7305400,1758887,18511,1410517,440563,3886,294777,49640,532,133586,27176,36111,13590,122,32539,5875,74,573357,188218,1305,19175,5471,31,30089,10762,41,909332,507855,2128,25812,8625,91,321360,225787,893,1103,621,2,417106,186099,1298,105469,21191,223,95504,52768,268,9231,5341,37,75455,75142,304,421,428,0,283,15404,6922,55,17025,2403,31,13970,9773,40,5398,1171,26,7740,3237,25,4432,5078,30,907,644,4,467,1292,6,"FRJ2"
4,462753,0,0,0,585,215,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14220,11367,45,0,0,0,7752,11040,30,0,0,0,0,0,0,0,0,0,63234,34459,152,0,0,0,42982,28160,91,0,0,0,0,309,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRK1"
