"ID","count.0","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12221","count.12222","count.12223","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31121","count.31122","count.31123","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.11111","count.11112","count.11113","count.11911","count.11912","count.11211","count.11212","count.11913","count.12211","count.12212","count.12311","count.12312","NUTS_ID"
1,47546562,4223269,972557,6328,1807,3120,16,4106,6050,13,57862,19310,115,78883,227972,644,1193671,1301171,4137,2843,3703,15,4179,3633,12,5553,19217,32,32122,49085,125,335504,162006,622,189,264,4,120063,605821,2595,308203,1409604,4132,9830,33677,88,11900,42760,92,0,0,0,0,0,0,0,0,0,0,0,0,"ITH3"
2,6620945,110316,23400,133,0,0,0,0,0,0,9070,20,5,92942,201810,251,164501,100828,293,0,0,0,0,0,0,958,4869,1,1625,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34388,38302,96,9,4,0,0,0,0,0,0,0,"ITH1"
3,28602708,1442866,205653,1770,0,0,0,0,0,0,51223,957,79,161891,172020,586,2225649,219372,2846,101,59,1,0,0,0,6597,5902,17,336143,4187,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173452,162521,481,678,595,318,265,5,103,63,21,110,"ITH2"
