"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99911","count.99912","count.99913","NUTS_ID"
1,66879330,94830,53507,307,53265,28015,180,847,394,2,6496819,2152993,14181,3502270,1722148,10224,191143,57611,372,179,1,913,363,2,449006,212909,1260,122328,54185,445,13150,4576,24,3264798,1735489,10074,3404474,2536247,13044,77869,33198,174,964,2231,2,403804,237565,1105,138647,101142,504,61170,49002,136,40,5,456,22,2,"FRG0"
2,1436612,0,0,0,0,0,0,0,0,0,178152,34702,211,171749,42023,263,10301,1186,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74710,12026,68,98655,17610,160,1985,530,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRH0"
3,142966,0,0,0,0,0,0,0,0,0,34510,8335,127,20666,5341,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12996,3832,45,30262,8253,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI3"
