"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.11123","count.11211","count.11212","count.11321","count.11322","count.11323","count.12211","count.12212","count.11921","count.11922","NUTS_ID"
1,15776630,322804,264452,581,26,4,67888,87395,121,10803,8066,23,1258537,815023,1971,129453,28820,242,133396,131369,235,745,375,1,26451,11277,40,112,5,0,0,0,0,0,0,0,0,0,0,"DED4"
2,427603,1584,2251,4,0,0,1022,1040,1,0,0,0,22152,16755,38,0,0,0,1365,926,1,0,0,0,6813,174,8,0,0,0,0,0,0,0,0,0,0,0,0,"DEE0"
3,43792693,2149016,649545,2890,183141,20284,151094,116170,204,48455,8849,83,2365612,677018,3334,218314,28311,348,114618,81049,165,9650,1700,6,62213,20550,65,139,42,228,107,11,4995,1078,7,1040,100,0,0,"DEG0"
4,20442018,912893,219243,952,280206,16287,17418,7128,9,9352,1898,7,1328603,824742,1622,60181,11016,100,159057,99721,168,5916,1166,7,16851,5389,31,0,0,239,0,0,3372,10,3,0,0,787,3,"DE24"
5,3948630,25,0,0,0,0,31,0,0,0,0,0,807090,88529,618,33145,4017,38,352281,59050,278,0,0,0,7442,716,9,0,0,0,0,0,0,0,0,0,0,0,0,"CZ04"
