"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11911","count.11912","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.11312","count.11313","count.11913","count.12921","count.12922","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","NUTS_ID"
1,13640440,1732,1841,6,112,271,161,1146674,651220,1520,159941,66080,203,383134,262634,666,78759,40703,105,4822,1912,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT12"
2,27175666,222337,380008,469,14362,14562,15627,909570,1746437,2361,972386,1492845,2378,197247,448068,543,400389,557717,893,5225,3952,2,37916,32,18,460,545,7822,25226,31,1795,12315,3,334588,835717,940,121964,323207,404,79852,234325,292,59612,165621,202,626,1440,2,"AT31"
3,34672714,28652,7157,44,329,259,167,7008947,2935443,7936,424572,50070,536,629017,270562,663,47098,12457,39,107404,48523,123,119,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CZ03"
4,293431,0,0,0,0,0,0,5260,7912,8,52868,75369,113,101,417,2,17770,26320,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,7463,2,0,0,0,1403,6149,5,0,0,0,"DE22"
