"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11322","count.11911","count.11912","count.11913","count.11921","count.11922","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","NUTS_ID"
1,82058371,8561611,1721061,17025,51977,14226,139,290129,69643,536,18764,6087,52,190,35,36781,7900,57,373,90,4448974,588547,6996,180162,54280,352,13579,1757,12,5367,1700,11,7687,4183,16,175481,22694,265,708,23,2,151505,52254,423,32348,22614,125,13315,8715,41,819,258,1,103498,25450,230,724306,282511,1908,2649,834,5,127989,79923,436,"FRJ2"
