"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92311","count.92312","count.92911","count.92912","count.92913","count.92991","count.92992","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.92313","count.99311","count.99312","NUTS_ID"
1,10703986,22,683908,72501,1207,5402,111,9,6052,662,6,29911,7907,92,2222,10,3,37,5,3754,447,9,47822,7520,94,1417,41,21,6,23271,3039,26,13,2,4256,666,5,5036,855,11,2542,73,1,0,0,0,"EL51"
2,1460835,59,94970,4262,122,0,0,0,22,9,0,160,12,0,5,16,0,0,0,0,0,0,8888,3178,14,0,0,6429,1632,15424,5061,38,0,0,0,0,0,4399,755,4,0,0,0,14,12,5,"EL52"
