"ID","count.0","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11911","count.11912","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19911","count.19912","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31221","count.31222","count.31921","count.31922","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32211","count.32212","count.32213","count.32221","count.32222","count.32911","count.32912","count.32913","count.32921","count.32922","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99911","count.99912","count.99913","NUTS_ID"
1,3716097,74131,197229,527,4355,5886,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC4"
2,58364196,1224858,2821054,6452,79602,208671,546,199160,149469,480,171777,270287,685,9836,7190,32,2939,5275,13,707,535,379,1206,1,175469,301205,920,9548,13090,45,1076,2823,6,1216,8835,12,1281,1036,3,144,213,1969,5417,3,73502,168029,330,69,118,4,377,70,220,1571,295795,1253956,2189,17682,27635,63,77,307,1,42,57,16674,54698,72,2,98,4701,6911,24,390,2203,6,102,316,142,309,3,"ITH3"
3,25695429,529083,1283797,3201,34749,56439,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6229,13295,22,2927,2248,5,2,2,31,83,0,"ITH5"
