"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12991","count.12992","count.12993","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","NUTS_ID"
1,49597524,3659,4357087,259775,6489,295498,11426,460,247549,12480,398,321,30,3,2828,325,3,1059,7,2,12646,229,22,23299,1255,36,20155,368,20,37401,426,44,276,1,1,4388,197,14,12201,542,14,57589,677,60,658,6,"FI1B"
2,30121852,0,2037366,201452,3018,541619,35744,695,53017,5255,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1C"
