"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","NUTS_ID"
1,46267955,2261822,100565,22714,2153418,95566,14385,26718,1257,136,5570964,94371,147014,9527141,280886,107625,79972,3957,1285,985515,53902,4179,980693,65073,3400,5937,31,10,1153654,25642,11625,2585297,69690,13177,8059,142,76,0,0,0,0,0,0,0,0,0,"ES41"
2,19023654,1153,0,54,0,0,0,160,0,0,2795666,63768,103634,289035,4659,8601,6605,14,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065882,8597,96996,128894,630,28246,1262,2,112,"PT11"
3,1961042,712,0,5,21,0,0,0,4,0,1210960,11205,42168,236905,1538,35809,7489,29,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66396,290,11727,40994,2,20544,0,0,0,"PT19"
