"ID","count.0","count.11921","count.11922","count.11923","count.12921","count.12922","count.12923","count.92921","count.92922","count.92923","count.255","count.19921","count.19922","count.19923","count.91921","count.91922","count.91923","count.99921","count.99922","count.99923","NUTS_ID"
1,1969294,123698,6854,3291,66809,9768,7503,40071,5745,8818,0,0,0,0,0,0,0,0,0,0,"AL01"
2,23530321,2636305,108975,78100,713192,114894,272462,15300,622,24950,363,39942,358,141,114576,5471,1063,15661,62,248,"ME00"
3,1186042,70203,10627,376,50,16,0,0,0,0,17,113,2,0,949,30,11,13,0,0,"HR03"
