"ID","count.0","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.92121","count.92122","count.92123","count.92921","count.92922","count.92923","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.31121","count.31122","count.31123","count.31321","count.31322","count.32923","count.91121","count.91122","count.91921","count.91922","count.92321","count.92322","count.92323","NUTS_ID"
1,14565867,612638,385573,2610,55581,19330,264,18276,19620,57,24359,23144,105,1568,690,5,101,22,3800,11456,32,900,2351,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT11"
2,33694338,970185,723601,4009,345855,215910,1202,13667,16691,63,100226,81094,472,7554,20537,67,1093,585,23188,19602,64,11494,2154,20,172993,218537,837,252,728,4,5818,9996,40,1238,3101,2,15272,12042,80,149,387,2,11,9,2,24,5317,2098,29,"PT19"
