"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,21424639,7269533,402297,10490,257194,11808,407,127938,5239,202,"LT02"
2,36052132,10021746,580616,14053,124715,4120,180,144100,11494,213,"LV00"
