"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92311","count.92312","count.92313","count.92911","count.92912","NUTS_ID"
1,29386369,954766,2884,845,177548,468,240,27756,283,51,1056,15,1524,70,2,321,3,"FI1D"
