"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99911","count.99912","count.99913","NUTS_ID"
1,15983909,2289281,199924,6626,621572,40849,1681,1981,89,3,35672,2784,149,628249,59073,1881,16131,1421,26,92792,5544,256,16069,817,48,248,61,1,47567,4284,145,7894,175,11,1165,17,2,7228,347,15,111099,10310,349,102700,7532,278,3684,316,9,55098,8863,148,35948,5741,102,11059,1283,25,4683,478,10,1676,163,10356,764,35,"ITF6"
