"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,7393587,94297,77809,121,119249,108504,139,35719,17640,43,71116,60400,110,307113,373959,554,13234,3946,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE22"
2,1707992,0,0,0,0,0,0,0,0,0,51505,49387,72,67083,96903,108,5345,2202,4,4188,1334,4,42394,32788,53,753,46,0,0,0,0,0,0,0,0,0,"DEA3"
3,8602819,204645,161084,342,115481,130068,198,13281,5718,13,16029,20533,30,12972,25977,33,635,236,1,0,0,0,0,0,0,0,0,119920,34258,160,14816,7881,22,34896,7521,48,"DEA2"
4,32673082,1578642,1196944,2493,584230,586657,1034,256896,97425,358,532297,845442,864,332567,471186,576,28995,32635,36,4206,4414,8,44592,70612,75,0,0,134331,52792,146,22694,24956,25,26761,2121,51,"DEA1"
5,1516938,39575,36011,47,2837,3068,6,9567,3421,12,153129,166856,262,65711,60189,139,19106,12708,19,0,0,0,84,190,0,0,0,0,0,0,0,0,0,0,0,0,"NL22"
6,16856941,117748,68676,245,161674,180787,343,28143,11930,63,692705,722905,1037,837371,1097867,1640,93839,37867,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL41"
7,14341159,586676,422660,818,137813,124373,223,93163,49158,166,378532,303595,524,297112,330034,490,34014,18202,32,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,"NL42"
