"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,59172396,8598186,358564,13948,1744465,65068,2732,87506,10866,163,22314743,1186792,36163,932,15,1,3205156,140994,5077,146879,25853,271,"RO11"
2,2189833,0,0,0,0,0,0,0,0,0,609925,75913,957,0,0,0,342,249,4,5368,628,11,"RO12"
