"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39911","count.39912","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","count.92311","count.92312","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.19913","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92211","NUTS_ID"
1,33688016,293582,140846,658,4341,1761,7,9843,1727,9,1012659,1058431,2660,122,476,8,47631,25890,62,22481,17297,68,3509,2772,8,696,205,762944,395544,2081,1288,432,1,15401,10720,58,4163,2896,8,3347770,2240241,12002,472,176,2,384686,308847,1718,54772,34360,130,1,127,11,803,1532,2,12990,24806,33,106,72,8999,3281,43,2245,1943,3,3699,2754,11,4,0,0,0,0,0,0,0,0,"FRG0"
2,14201082,685750,175857,1321,60584,16025,107,16061,3922,28,880628,342464,1698,3880,1559,13,0,0,0,14682,3771,26,6807,1398,7,5424,1527,7607,3277,31,1998,702,0,0,0,0,0,0,0,33089,19006,121,178,4,0,2075,345,6,0,0,0,0,0,0,91588,36513,154,95496,40678,158,0,0,27471,9423,70,14401,3740,23,15598,2438,29,9,9,1912,825,3,45825,12852,61,286,"FRI3"
