"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,90824688,3592000,294326,3939,4652585,310963,4902,301606,14694,297,"SE33"
