"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19911","count.19912","count.19913","count.19991","count.19992","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99911","count.99912","count.99913","count.12991","count.19993","count.91991","count.92991","count.92992","count.92993","count.99991","count.99992","count.99993","NUTS_ID"
1,7978426,28,412564,21179,985,4406,1815,12,3687,70,1,23225,1145,66,55134,13460,152,4793,1644,25,3171,1011,15,2335,332,1,33,1,3714,497,8,14,149,27435,4736,94,3330,105,8,26457,1294,97,435,363,3,3442,171,9,22,11,5132,171,12,0,0,0,0,0,0,0,0,0,"EL41"
2,18330097,1084,0,0,0,0,0,0,0,0,0,1265944,17755,1755,0,0,0,0,0,0,2452251,97653,3794,0,0,0,0,0,32668,1156,45,1480,16,0,0,0,0,0,0,313542,3474,538,0,0,0,333289,4285,592,0,0,44962,1562,49,280,2,52,63947,1881,233,5290,333,17,"TR31"
