"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12211","count.12212","count.12213","count.12911","count.12912","count.12113","count.12913","count.31111","count.31113","count.31211","count.31212","count.31213","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","NUTS_ID"
1,1299103,27254,2021,370,89253,10299,2380,9180,490,20,453,330,2448,1732,13,35,93,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES30"
2,4162585,98279,21,6991,1036253,171,70714,363,0,21,36273,13,43860,14,3057,0,0,3560,0,0,0,0,0,0,0,0,0,0,0,0,"ES41"
3,84482139,1508425,16673,42419,5153453,82744,130213,93917,2737,817,666655,7603,767563,15029,9106,57921,2090,14155,747,6385,3,18965,47,20,2320,25,12,9962,77,129,"ES42"
