"ID","count.0","count.255","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19321","count.19322","count.19323","count.19921","count.19922","count.19923","count.31121","count.31122","count.31123","count.31321","count.31322","count.31323","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.91121","count.91122","count.91123","count.91321","count.91322","count.91921","count.91922","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.99121","count.99122","count.99123","count.99321","count.99322","count.99323","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","NUTS_ID"
1,35136641,197,1153977,363859,2071,247908,82295,479,5398,1786,8,3733225,957587,8545,1066268,319843,2327,87027,17538,203,132245,11819,318,2152,106,3,25524,3084,75,75587,18887,169,13644,1057,17,2396,141,8,471171,234921,1036,49836,24583,122,1260,423,7,14379,331,23,104,1,880,3,408238,45607,1052,53652,3938,140,20350,9973,52,123969,18423,385,4979,494,28,35011,7510,105,3234,2,14,"ES11"
