"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11311","count.11912","count.11913","NUTS_ID"
1,7894400,14537,282,25,1,673575,100585,1700,1688,1075,6,11051,4553,34,0,0,0,"BG31"
2,63245537,192640,1614,306,152,8778358,974000,13956,442768,50634,516,100348,27672,147,883,72,0,"RO41"
3,198802,26144,99,39,0,660,0,0,0,0,0,0,0,0,581,0,0,"RO42"
4,14338863,26573,719,63,831923,84161,6286,213,0,0,0,1802977,112977,3925,0,29905,1975,"RS22"
