"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19191","count.19192","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.31111","count.31112","count.31113","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39911","count.39912","count.39913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99191","count.99192","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.12993","count.91111","count.91112","count.91311","count.91312","count.91313","count.91911","count.91912","count.92311","count.92312","count.92313","NUTS_ID"
1,26536997,12,225318,268456,1650,37621,34456,51,3825,3045,72,2240307,2122545,40969,145426,133615,4120,200224,45995,7682,87023,29281,1160,673,166,63953,15698,6513,22730,9287,4094,570303,766206,3751,12867,21311,36,8185,8347,12,5214789,6386162,119658,223002,258973,4052,96079,59491,1257,6944,3436,56,8430,3006,60,300932,152028,8742,96062,49534,9999,165189,97786,8896,397,22,181596,86360,13955,32480,13448,1782,0,0,0,0,0,0,0,0,0,0,0,"DEF0"
2,5235760,0,5462,8777,4,1376,1808,128,5266,2489,251,901670,1139154,28669,245310,309863,8493,76561,19676,7394,50,42,0,0,0,553,758,18,0,0,0,2605,1524,0,0,0,0,0,0,0,186414,195504,5713,7053,11888,300,1508,489,422,0,0,0,0,0,0,397088,284460,31335,74041,19889,8118,0,0,0,0,0,408,0,66,9,0,0,5,7298,8606,847,673,3,301,473,5065,3730,334,"DE93"
3,16333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28455,5806,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE60"
