"ID","count.0","count.11111","count.11112","count.11311","count.11312","count.11911","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,24481967,1277,487,85,1,61,3219518,1486970,4046,309724,42242,260,10957,690,14,"PL84"
