"ID","count.0","count.11111","count.11112","count.11113","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.11311","count.11312","NUTS_ID"
1,41333315,4166,1231,9,7177760,3961314,10164,1089800,505090,1410,90952,13386,134,93455,28394,75,8695,2827,6,1795,146,1,0,0,"PL92"
2,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PL81"
3,31386297,9717,25112,11,3234422,3666302,5369,393011,378243,612,32727,12942,38,495341,325516,586,70492,30336,81,2055,17,1,514,616,"PL84"
4,4155510,0,0,0,991318,236407,1175,188255,25626,186,4702,912,1,0,0,0,0,0,0,0,0,0,0,0,"PL91"
