"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11321","count.11323","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19921","count.19922","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31321","count.31322","count.31323","count.31911","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32321","count.32322","count.32323","count.32911","count.32921","count.32922","count.32923","count.39121","count.39122","count.39123","count.39321","count.39322","count.39323","count.39921","count.39922","count.39923","count.91121","count.91122","count.91123","count.91921","count.91922","count.91923","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.92991","count.92992","count.92993","count.99121","count.99122","count.99123","count.99921","count.99922","count.99923","count.99991","count.99992","NUTS_ID"
1,15091572,1323,17118,5058,27,284102,55814,449,1740,2,7380,1882,6,29137,8814,37,473148,55635,547,1088,487,7,44354,7033,55,1508,142,34804,14776,23,989,133,2,2232,94,310629,32516,451,3487367,753101,6101,25307,2337,22,4,74270,26152,106,37682,6769,53,12799959,3196352,23292,996,89,201450,28322,227,3,113033,32380,162,7647,2102,3,166,24,2,7246,737,3,26481,21499,60,27750,15919,40,869540,379148,1920,19172,4200,25,246531,90607,437,2484,50,8,905,660,1,4780,363,3,2264,216,"IE05"
