"ID","count.0","count.11111","count.11112","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12221","count.12222","count.12223","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31121","count.31122","count.31123","count.31221","count.31222","count.31223","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32211","count.32212","count.32213","count.32221","count.32222","count.32223","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.11113","count.11211","count.11212","count.11213","count.11912","count.12211","count.12212","count.12213","count.91111","count.91112","count.91211","count.91212","count.91911","count.91912","count.92211","count.92212","count.11911","count.11913","count.31111","count.31112","count.31113","count.31911","count.31912","NUTS_ID"
1,52458820,24,57,33073,54847,158,1193,2019,8,760,1231,4,66879,483118,872,40104,221009,433,1558,7107,16,4879,18204,42,4323,21515,36,7374,17986,65,425,1399,3,2908,2456,4,262338,3244387,5555,65685,402544,763,582,1275,2,187,757,1,28639,115014,185,8735,25684,40,1580,11806,22,279,372,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC4"
2,8968856,977,1397,57629,52466,189,724,1953,2,1067,873,2,69659,265031,517,28144,97369,199,858,2633,1,4570,20601,32,3214,10821,15,29361,36684,131,755,275,2,3,119,0,68850,472909,776,5538,6305,21,0,0,0,3,8,0,8286,44316,86,13,232,0,3787,16264,46,89,340,0,6,129,386,1,100,105,1075,3,238,727,3,1,7,36,1,2,0,0,0,0,0,0,0,"ITH3"
3,27789698,175080,411472,62886,81503,164,149,18,0,0,0,0,226363,1401862,3110,0,0,0,0,0,0,12488,59189,102,0,0,0,0,0,0,0,0,0,0,0,0,101366,1656979,5482,0,0,0,0,0,0,0,0,0,8188,60552,113,0,0,0,0,0,0,0,0,0,639,12,389,1,1050,0,0,0,0,0,0,0,0,0,0,0,912,5,5524,15046,19,380,98,"ITH5"
