"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.19991","count.19992","count.91111","count.91112","count.91113","count.91311","count.91312","count.91911","count.91912","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99312","count.99911","count.99912","count.99913","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.92211","NUTS_ID"
1,3805421,20742,6736,38,1599,317,1,101686,24677,253,1362,299,2,8741,5078,27,5177,2187,16,3459,2239,8,2,1,7267,2189,12,201,55,1039,541,57560,17078,108,915,391,1,15017,7844,42,9038,4508,31,1,12319,4853,42,0,0,0,0,0,0,0,"EL52"
2,20142675,22534,1552,37,2694,273,3,1223891,222526,2478,13206,2204,9,55850,13714,128,7308,5047,4,2524,1690,7,0,0,0,0,0,0,0,0,0,30893,13556,93,875,191,0,676,366,3,136,104,0,0,370,301,2,20374,1351,53,72476,9006,139,38,"EL61"
