"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,78132924,267,7568638,6733975,16448,609796,343646,1155,145949,109011,417,103306,141485,348,5193,1362,9,1094,977,1,"LT02"
