"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.31312","count.12213","count.31911","NUTS_ID"
1,44853047,7150505,661243,15437,45670,3152,73,981020,105030,2310,103153,8881,177,2619088,305251,5579,1866,3,994491,140862,2377,27440,1737,40,1649,4,9,321,2,176595,42020,481,91207,24843,207,745,35,1,0,0,0,"FRB0"
2,3726512,7507,592,34,0,0,0,699,36,2,0,0,0,749238,99757,1958,0,0,251694,39963,699,984,162,2,50029,4820,133,52995,129,1531921,268422,4525,615057,125439,1865,2342,638,7,10970,0,0,"FRI2"
3,2195861,559541,53375,1101,586,45,0,237435,50879,455,12761,1410,25,229376,28191,401,430,1,288999,55184,527,14977,2044,15,92812,5671,148,78293,155,29946,4515,40,70071,13341,147,67,41,0,22299,6,0,"FRC1"
4,16141514,1340498,128895,3214,0,0,0,994373,94065,2605,20351,2665,22,3557720,381163,8755,0,0,2078611,226882,5350,26698,5498,50,291867,33294,841,246595,673,2039042,250892,5909,1904697,207934,5491,7605,635,13,18720,0,10,"FRK1"
