"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92911","count.92912","count.92913","count.92991","count.92993","count.255","count.19111","count.19112","count.19113","count.19311","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.92313","count.99111","count.99311","count.99911","count.99912","count.99913","NUTS_ID"
1,45643353,5240323,1405244,487313,1352579,325566,79328,165446,16684,9636,237820,104982,55810,2489,1937,404767,50795,11546,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DK04"
2,28588826,2873457,969154,211202,1599954,461582,52320,206295,21190,33573,121447,17082,26733,21108,3505,139353,14339,28853,0,0,322,2735,984,3,16,138,42,13,288417,134704,4638,103195,36705,1822,7380,4162,1,14,150,136,2100,53,215,"DK03"
