"ID","count.0","count.11111","count.11112","count.11113","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.91111","count.91112","count.91113","count.91311","count.91312","count.92112","count.11911","count.11912","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.91911","count.91912","count.91913","count.92111","count.92113","count.92911","count.92912","count.92913","count.92311","count.92312","count.92313","NUTS_ID"
1,8519043,8927,4684,16,802814,89846,999,120631,16840,137,11961,910,11,8599,4389,29,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE22"
2,24071593,26706,16079,75,2071970,361902,3037,323516,55053,453,43594,7650,55,16661,2130,59,2,0,11038,44,410,430430,41236,478,14810,4427,18,2602,47,7,3079,425,11,26694,51,7120,2296,20,0,0,0,"SE23"
3,56297991,0,0,0,3576849,515386,5243,1769577,254076,2742,134645,12998,156,0,0,0,0,0,1119,0,0,244,2,0,0,0,0,0,0,0,0,0,0,3947,1,1158,122,3,6238,3929,16,"SE21"
