"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12321","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32921","count.32922","count.32923","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.12313","count.11221","count.11222","count.11223","count.12322","NUTS_ID"
1,16177555,173691,696,171,257493,231,485,46645,480,22,6222,2,3,2693212,27325,3386,1313569,3654,1818,102973,1138,130,63632,75,92,1836,17,3247,9,1229401,9213,1512,5894,10,8,21719,12,24,17661,1,24,157752,59,210,0,0,0,0,0,0,0,0,0,0,0,"AL03"
2,23765454,1634464,87156,2397,0,0,0,4270,986,2,0,0,0,7319,331,0,0,0,0,2813776,529099,6070,0,0,0,9867,1945,0,0,27649,4365,52,0,0,0,0,0,0,0,0,0,0,0,0,14292,3111,45,110837,13340,195,13,0,0,0,0,"EL53"
3,35830024,4045961,239778,7064,949118,8609,1557,274412,57135,744,24806,4099,28,170539,7884,460,1699,11,1,760532,91034,2586,21515,1053,30,164279,28702,28433,63,31526,3547,97,16,131,0,0,0,0,0,0,0,0,0,0,11031,50,25,0,0,0,533,7501,6,20,1510,"EL54"
4,4784410,952062,36567,1219,26731,2,29,4546,1471,4,0,0,0,2011,235,5,0,0,0,47213,3619,82,0,0,0,638,59,0,0,541,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"EL61"
