"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,39332521,6777049,195146,10967,41987,185,51,33386,1158,64,182892,2923,397,5807457,201728,10259,23848,466,57,59856,2115,103,140249,5495,267,"BG41"
2,5418787,0,0,0,0,0,0,0,0,0,1406,0,10,11625,2,5,0,0,0,0,0,0,2464912,65020,4005,"MK00"
3,32913051,82715,762,152,0,0,0,0,0,0,738518,25719,1398,98432,1509,149,0,0,0,232,0,0,5053850,278557,8558,"RS22"
