"ID","count.0","count.99911","count.99912","count.99913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","NUTS_ID"
1,13975,1541,128,7,0,0,0,0,0,0,"NL34"
2,144181,4601,855,51,13228,2366,36,6437,189,10,"NL36"
