"ID","count.0","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.19131","count.19231","count.19911","count.19931","count.91111","count.91131","count.91132","count.91133","count.91211","count.91212","count.91213","count.91231","count.91911","count.91913","count.91931","count.92111","count.92112","count.92113","count.92131","count.92132","count.92133","count.92211","count.92212","count.92213","count.92231","count.92232","count.92233","count.92911","count.92912","count.92913","count.92931","count.92932","count.92933","count.99131","count.99133","count.99931","NUTS_ID"
1,57287118,818310,122,9868,4114,10,97,2589918,1406,22126,35920,580,216,35608,68,169,9783,33,21,208681,1137,12140,69766,155,8088,524515,1125,6262,49753,602,184,43666,70,2445,38656,125,88,540,91,31,190,30,1114,1,94,2327,4,74,1415,380,23,420,3030,3,602,20106,30,639,3852,14,7,8840,23,152,4863,1,135,5224,17,18,231,5,644,"ES52"
2,13413078,1601307,817,17633,0,0,0,2183124,2043,27789,0,0,0,2142,0,18,0,0,0,274359,201,2606,0,0,0,116349,367,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES24"
3,4594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES51"
