"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19911","count.91111","count.91112","count.91113","count.91211","count.91212","count.91311","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92311","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,15703129,630594,5479,15801,53305,657,210,255,12738,29,175,1142035,12895,37420,108824,559,1244,116314,1203,3668,21453,268,635,58,62048,424,2333,200,3,11,2,1191,57,141,47162,100,2313,358,5498,391,2675,264,45,"PT15"
2,2638085,0,0,0,0,0,0,0,0,0,0,251778,1733,2978,0,0,0,53052,23,2350,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT1C"
