"ID","count.0","count.12111","count.12112","count.12113","count.12121","count.12123","count.12311","count.12313","count.12321","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12122","count.12312","count.12323","NUTS_ID"
1,4251009,34065,331,36,302941,665,2935,3,139,175036,2406,227,2925628,281,5701,0,0,0,0,0,0,0,0,0,0,0,0,"NO06"
2,3857374,42147,0,97,52727,47,886,0,0,273162,360,323,3039695,103,3848,0,0,0,0,0,0,0,0,0,0,0,0,"NO07"
3,33135296,9107034,8645,15390,129336,243,544231,535,0,168652,1148,199,5805,0,8,1359694,1471,2134,210705,442,194,17065,53,11,5,1215,0,"SE33"
4,27838045,8646331,4652,16077,2445888,5160,692594,684,5934,205743,655,250,47103,3,92,364197,23,711,31698,45,44,11629,7,13,130,604,5,"SE32"
