"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","NUTS_ID"
1,22934612,2614982,1158099,3372,722,99,64322,32834,90,16256,4360,37,479795,331105,678,91040,9258,125,49325,34425,69,1731,3,2,3482,1922,1,"DE24"
2,10172394,1061019,502492,1632,0,0,9752,4536,19,19835,3111,35,129772,58563,159,0,0,0,1763,1451,2,0,0,0,7034,1332,19,"DE25"
3,380433,0,0,0,0,0,0,0,0,0,0,0,75824,1835,112,0,0,0,16914,205,2,0,0,0,0,0,0,"CZ03"
4,1153572,0,0,0,0,0,0,0,0,0,0,0,115584,31207,63,0,0,0,12999,4456,10,0,0,0,5112,1175,6,"CZ04"
5,49459466,2565099,1740116,5226,0,0,94847,142125,126,33313,10163,44,1591338,2074452,2849,772,7,2,229867,396194,429,0,0,0,30888,15447,55,"DE23"
