"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12991","count.12992","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19991","count.19992","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,69778422,4941,54205,2758,50,10271,200,17,4396229,306865,10546,743316,45759,2064,374585,21747,1651,404,3,6670,146,27,3311,156,5,12151,747,24,143,4,29779,3913,68,29149,1736,62,74287,1669,229,1032,2,5,50099,820,108,4600,36,7,"FI19"
