"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.31911","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.31211","count.31212","count.31213","count.31912","NUTS_ID"
1,57150485,4735669,148260,60747,356419,18045,2293,327793,5481,2448,52371,2940,219,3446534,86387,63425,134817,8573,1010,195801,2817,2446,65871,4985,627,68712,1733,552,823,49,1,1286285,63042,5527,652,12,2,8325,900,32,17387,417,40,0,0,0,0,"ES42"
2,23994665,1881567,32055,17817,11642,346,34,480413,19918,2780,38914,828,701,3403149,29934,29280,8559,369,17,571098,4751,4108,184600,3692,1630,69339,2567,321,0,1480,12,558864,4751,2822,0,0,0,271270,1018,1555,27151,302,211,4307,171,20,18,"ES43"
