"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.12212","NUTS_ID"
1,11657300,428899,59812,649,11305,326,13,33798,6981,45,986739,186767,1492,43338,2555,62,87194,12646,170,0,0,0,"HU12"
2,48291975,2297103,286878,3293,23234,1982,16,48894,7616,113,4830937,1272565,7158,12175,5700,16,263986,52474,504,289,94,1,"HU21"
3,579148,3812,128,0,0,0,0,0,0,0,100348,21812,148,13698,8754,9,324,251,1,0,0,0,"HU31"
4,5180990,65723,28964,157,198,0,0,1040,248,3,408301,88886,649,0,0,0,27550,2151,25,0,0,0,"HU22"
5,1154096,78029,10968,79,190,55,0,6699,1626,2,32015,8068,61,0,0,0,7501,1738,15,0,0,0,"HU11"
6,19679551,46103,11969,66,0,0,0,295,29,2,1205146,228739,2173,0,0,0,53454,10844,75,0,0,0,"SK02"
