"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31913","count.31921","count.31922","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.11911","count.11912","count.11913","count.12921","count.12922","count.12923","count.31912","count.11211","count.11212","count.11921","count.11922","count.12211","count.12212","count.12213","count.31211","count.31212","NUTS_ID"
1,2436183,216811,7925,472,1126,165,3,171632,9130,227,4566,127,16,137043,7009,243,229696,9827,340,230444,14045,388,229431,9171,369,2244,3,5,747206,27595,1303,139704,3050,274,659686,27653,1273,111255,4099,214,1039,3,118,39,523924,32811,964,337991,16503,577,812505,71190,1519,558110,25522,985,17900,1457,20,4032,156,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRC1"
2,30366068,1008868,192164,1587,2912,233,0,198358,26687,351,1508,0,1,3129629,423245,4709,5139357,424066,7761,614450,147411,1067,1303607,149125,2082,59866,4980,77,1222083,117727,1857,12403,1800,18,973386,74647,1550,18432,633,23,10895,11,0,0,1361534,131760,1912,1382849,98274,1941,942274,101183,1433,913146,61947,1064,32716,1886,45,444,36,0,30249,4499,36,24897,1844,38,2072,0,0,0,0,0,0,0,0,0,"FRK2"
3,29072485,888277,441360,2035,170673,96225,422,144123,81949,364,53237,26172,137,1096373,454425,2300,1961389,582544,3590,359025,123357,730,1856458,703634,3332,13676,6627,21,419892,100393,860,0,0,0,195733,55087,541,0,0,0,1436,5,0,0,980333,251826,2247,146913,37260,362,703077,223021,1724,83557,26959,193,15048,3969,31,0,0,0,2601,1150,3,2690,638,10,477,401,428,64,246,1372,1202,2,174,98,"FRK1"
