"ID","count.0","count.12911","count.12912","count.12913","count.19911","count.19912","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99991","NUTS_ID"
1,2440517,18258,511,36,1938,38,1424,375,5,16916,643,30,3269,91,246,"CY00"
