"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12911","count.12912","count.31111","count.31112","count.31113","count.31911","count.31912","count.31913","count.12313","count.12913","NUTS_ID"
1,27583880,3336893,2841430,7319,59009,20055,105,51080,14331,104,13063,2711,31,545,75,679,179,63768,46290,133,5563,5223,15,0,0,"LT02"
2,12379248,26729,9940,52,57,15,0,672,251,8,2194219,1492983,4557,241116,184603,22996,15754,0,0,0,0,0,0,497,59,"PL62"
3,18783979,2078,675,2,17,1,0,152,10,0,2748277,2198042,6920,739454,363475,60270,31705,0,0,0,0,0,0,1420,146,"PL84"
