"ID","count.0","count.255","count.11111","count.11112","count.11311","count.11312","count.11911","count.11912","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19911","count.19912","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99911","count.99912","count.99913","count.11113","count.11313","count.11913","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","NUTS_ID"
1,12781082,474,333,48,359,15,121,1,1809079,127596,2269,57931,1657,46,89901,4866,140,500,11,2431,7,192633,10155,262,1025,3,4,214852,33350,356,318,16369,227,25,0,0,0,0,0,0,0,0,0,0,"EE00"
2,14650442,0,2209607,238180,12397,190,24913,2609,4159,19,6,45,0,0,153,0,2,3593,978,1197,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,11,20,3,76275,12521,96,41861,3730,69,"LV00"
