"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,19763955,1579701,125345,2955,87894,3356,165,10274,1887,15,2836332,461091,5709,374614,62906,664,35705,16353,63,"RO42"
2,6496702,484637,15283,649,35166,2339,46,9410,411,27,1278560,45428,1510,65109,6706,73,17045,2493,20,"RO11"
3,46741851,5734179,365971,10621,125077,9125,238,25725,9008,56,11790415,909577,19614,313510,28456,555,73908,11348,168,"RO12"
