"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,62990372,3223533,11618,2870,1646936,3178,1714,158117,1707,126,"FI1D"
