"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12911","count.12912","count.12921","count.12922","count.12923","count.12913","NUTS_ID"
1,18694443,1235134,12443,2237,222305,177,175,137406,3365,280,9,9,2207,9,1,4266302,31676,6325,272090,4668,177,345217,4059,698,2437,88,3738,60,2,0,"RO11"
2,33243480,3115065,76860,5410,0,0,0,817306,25326,1689,0,0,16988,2102,30,4361213,143679,7608,0,0,0,860337,21344,1792,25503,1702,0,0,0,48,"RO21"
