"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11311","count.11312","count.11313","count.11321","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12311","count.12312","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31911","count.31912","count.32111","count.32112","count.32113","count.32911","count.32912","count.32913","count.12211","count.12212","count.12213","count.12313","NUTS_ID"
1,17434254,848752,119010,1798,262341,6320,498,1854,60,3,516,91,2,121791,11413,222,14,14668,1203,41,3148,8,7,107272,19906,203,331,27,3536,552,2,277731,17380,934,2578,13,4,364,44,32,3,195970,115019,676,12583,2060,18,0,0,0,0,"EL63"
2,40862961,5247122,364372,9261,54956,1339,103,83937,14665,127,0,0,0,111232,14426,175,0,127624,4610,297,2242,17,2,492989,153473,1396,96,118,19600,3250,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,123,3,0,"EL64"
3,1062750,148942,6873,195,24060,736,38,0,0,0,0,0,0,17773,3099,43,0,2560,535,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL54"
4,26226705,3129333,252001,5688,1480,49,4,14769,1910,16,0,0,0,48782,9696,73,0,48721,3810,103,0,0,0,1233587,542798,3202,28698,2885,13916,2996,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3648,307,6,33,"EL61"
