"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","NUTS_ID"
1,48769562,1787207,15833,123405,2752005,86489,139213,6,54138,3163,576,1029487,51620,41302,1162714,137175,36108,51989,3828,255,1388,192,1,26117,3416,1518,1191,54,19,8292,908,3,31001,3975,308,610,62,0,"ES24"
2,19923996,1813520,2989,76168,884583,1767,29093,3,4322,82,30,558182,794,12207,134511,209,2901,661,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES41"
3,11063838,22334,1032,1212,470856,8686,32126,0,6723,191,65,78714,8415,861,337246,25263,13466,31604,1239,357,574,118,0,3386,553,17,724,146,0,1464,835,11,10403,3666,31,882,728,1,"ES22"
4,7190491,473683,3965,55041,245562,4237,27025,21,3491,93,63,52110,6458,1238,29144,3037,1608,3471,118,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES23"
