"ID","count.0","count.92111","count.92112","count.92113","count.92311","count.92313","count.92911","count.92913","count.255","count.12921","count.12922","count.12923","count.19921","count.19922","count.92921","count.92922","count.92923","count.92991","count.92992","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","NUTS_ID"
1,3566,350,3,3,1425,2,4885,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DK05"
2,1304875,0,0,0,0,0,0,0,3,19213,2864,24,1330,107,16242,5167,29,39,1,8028,2313,7,208,2,2,"NO09"
