"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12321","count.12322","count.12323","NUTS_ID"
1,29526451,248718,296828,675,59274,105198,199,11936,7643,23,2704650,2158830,5419,197011,26982,254,518129,626997,1105,37615,23314,66,206,28,0,0,0,"DED4"
2,2529,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DED5"
3,481330,4430,11520,15,2868,5932,10,11,481,2,3858,5771,10,0,0,0,1430,3234,7,56,160,0,0,0,0,0,0,"DEG0"
4,5649165,59029,12409,88,14821,3116,19,162,5,0,985239,215090,1419,0,0,0,286547,46391,433,3166,463,10,0,0,0,0,0,"DED2"
5,5480485,9270,1249,29,1077,103,0,928,222,0,373436,40221,403,0,0,0,24701,952,13,3748,1150,8,0,0,0,0,0,"CZ02"
6,264086,0,0,0,0,0,0,0,0,0,34907,3818,41,0,0,0,1036,2,0,0,0,0,0,0,0,0,0,"CZ03"
7,40082975,316669,21429,391,855,1,0,7145,117,6,7014931,785819,8866,340029,19619,405,480860,67935,531,233781,14178,303,0,0,2462,25,2,"CZ04"
