"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19911","count.19912","count.92111","count.92112","count.92113","count.92311","count.92312","count.92911","count.92912","count.92913","count.99112","count.99911","count.99912","count.99913","count.255","count.99111","count.99113","NUTS_ID"
1,2066593,49658,10948,125,481,591,2,9027,2888,22,17,6,5324,1382,7,386,14,7421,3049,13,10,1359,458,2,0,0,0,"EL52"
2,865808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,2705,67,19,150,2659,11,"EL61"
