"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,49538467,2181507,143442,2796,118696,3145,123,15255,390,34,6636233,1006877,7395,81675,10960,115,159354,33089,246,"HU31"
2,20348497,0,0,0,0,0,0,0,0,0,3266408,928992,2623,3211,172,2,85779,25119,83,"HU32"
3,12966776,314059,16343,332,14641,393,9,1448,63,0,1651945,327814,1758,71531,11158,65,17680,3281,19,"SK04"
