"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19111","count.19112","count.19911","count.19912","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99911","count.99912","NUTS_ID"
1,397283,12470,3537,44,1242,305,3,5978,2463,22,142,62,3,55,12,19,9,11465,3224,56,778,297,1,19439,6903,95,3834,1313,13,44,16,41,75,"ITI4"
