"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12991","count.12992","count.19111","count.19112","count.19113","count.19121","count.19122","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19921","count.19922","count.19991","count.19992","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92321","count.92322","count.92323","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.92991","count.99111","count.99112","count.99113","count.99121","count.99122","count.99311","count.99312","count.99313","count.99322","count.99911","count.99912","count.99913","count.99921","count.99922","NUTS_ID"
1,71012937,3,18915,7865,44,206089,109430,408,11522,4745,14,65150,43136,157,4073398,2086563,7751,2718226,1391638,5185,961742,529563,1867,1041514,579187,2080,132583,71720,247,17932,9296,43,36,26,17007,7834,46,1047,306,4104,1261,8,20921,10220,51,2179,633,259,89,54898,35305,128,90447,68367,189,10519,10594,39,57376,39934,131,701,187,7,708179,272927,1362,387944,270375,1011,305969,154855,651,330790,235916,818,1137,183,4,1704,1685,1,132092,59708,289,31343,13015,59,98952,45474,177,8359,2553,13,72624,27503,129,15806,8066,35,42,2465,794,4,1185,257,2343,1066,8,3,10944,3123,29,1130,171,"FRH0"
