"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,37953545,187166,12881,303,446,8,27238,274,15,5114810,441144,8055,22790,1450,22,241412,15101,354,"PL51"
2,22702068,22987,2769,52,17,18,284,8,0,2372649,296879,2616,143345,23523,167,63606,6415,86,"PL52"
3,3283007,955,26,0,0,0,0,0,0,443951,54682,580,12043,1206,8,1159,13,0,"PL71"
4,22468071,54569,21616,110,3,8,427,34,1,2607061,1334593,3644,11863,2022,9,28420,5373,43,"PL41"
